Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
1359;The Legend of Zelda: The Minish Cap;GBA;2004;Action;Nintendo;89;22;22;1;142
1365;Resident Evil (Remake);GC;2002;Action;Capcom;63;38;35;5;142
1364;Dead Space;X360;2008;Action;Electronic Arts;89;4;0;13;142
1357;UFC Undisputed 2010;PS3;2010;Fighting;THQ;8;41;2;19;142
1356;Cabela's Big Game Hunter;PS2;2002;Sports;Activision;7;54;0;18;142
1361;Sonic Generations;X360;2011;Platform;Sega;71;57;0;14;142
1373;Madden NFL 15;PS3;2014;Sports;Electronic Arts;107;15;0;19;141
1379;Twisted Metal: Black;PS2;2001;Racing;Sony Computer Entertainment;119;17;0;5;141
1371;LEGO Star Wars: The Video Game;GC;2005;Action;Eidos Interactive;109;28;0;4;141
1376;Metroid: Other M;Wii;2010;Action;Nintendo;87;31;13;1;141
1370;Fight Night Round 4;X360;2009;Fighting;Electronic Arts;95;34;0;13;141
1372;Injustice: Gods Among Us;X360;2013;Fighting;Warner Bros. Interactive Entertainment;97;34;0;11;141
1377;Knockout Kings 2000;PS;1999;Fighting;Electronic Arts;102;34;0;5;141
1374;Disney's The Lion King;GEN;1994;Platform;Virgin Interactive;97;37;3;5;141
1375;Ridge Racer;PSP;2004;Racing;Sony Computer Entertainment;36;45;32;28;141
1378;Gran Turismo 4 Prologue;PS2;2003;Racing;Sony Computer Entertainment;0;47;77;17;141
1368;LEGO Star Wars II: The Original Trilogy;PSP;2006;Action;LucasArts;58;51;0;32;141
1380;NASCAR 2005: Chase for the Cup;PS2;2004;Racing;Electronic Arts;69;54;0;18;141
1369;Toy Story 3: The Video Game;Wii;2010;Action;Disney Interactive Studios;64;63;0;14;141
1367;Tomb Raider (2013);PS4;2014;Action;Square Enix;47;64;6;25;141
1387;Final Fantasy III;NES;1990;Role-Playing;SquareSoft;0;0;139;1;14
1383;Need For Speed: Undercover;PS2;2008;Racing;Electronic Arts;38;8;3;93;14
1384;2Xtreme;PS;1996;Sports;Sony Computer Entertainment;115;2;0;5;14
1382;Spider-Man: The Movie;XB;2002;Action;Activision;107;28;0;5;14
1381;Call of Duty: Black Ops;Wii;2010;Shooter;Activision;82;47;0;12;14
1386;Sonic Advance 3;GBA;2004;Platform;THQ;74;52;8;6;14
1385;Far Cry 2;PS3;2008;Action;Ubisoft;43;7;1;27;14
1388;Battlefield 4;PC;2013;Shooter;Electronic Arts;38;86;0;16;14
1389;Colin McRae Rally 3;PS2;2002;Racing;Codemasters;3;105;2;3;14
1393;Bakugan: Battle Brawlers;DS;2009;Action;Activision;127;2;0;9;139
1395;NBA Jam;SNES;1994;Sports;Acclaim Entertainment;119;16;0;3;139
1396;Teenage Mutant Ninja Turtles III: The Manhattan Project;NES;1991;Action;Konami Digital Entertainment;105;17;15;2;139
1397;Dynasty Warriors 5;PS2;2005;Action;Tecmo Koei;24;18;91;6;139
1398;Hannah Montana: Spotlight World Tour;Wii;2007;Action;Disney Interactive Studios;87;38;0;13;139
1392;Final Fantasy XII: Revenant Wings;DS;2007;Role-Playing;Square Enix;34;42;54;1;139
1400;Deus Ex: Human Revolution;X360;2011;Shooter;Square Enix;76;48;2;12;139
1390;Madden NFL 2002;PS;2001;Sports;Electronic Arts;78;53;0;9;139
1394;Deus Ex: Human Revolution;PS3;2011;Shooter;Square Enix;5;6;7;23;139
1399;WWE '13;PS3;2012;Action;THQ;51;62;0;26;139
1391;Doom (2016);PS4;2016;Shooter;Bethesda Softworks;49;66;2;22;139
1410;Disney Princess: Enchanted Journey;Wii;2007;Adventure;Disney Interactive Studios;124;4;0;9;138
1403;Paper Mario;N64;2000;Role-Playing;Nintendo;58;18;59;2;138
1404;Bravely Default: Flying Fairy;3DS;2012;Role-Playing;Nintendo;5;32;49;7;138
1407;Persona 4: Golden;PSV;2012;Role-Playing;Atlus;46;34;38;21;138
1401;True Crime: Streets of LA;XB;2003;Action;Activision;96;37;0;5;138
1405;Titanfall;X360;2014;Shooter;Electronic Arts;87;38;2;11;138
1411;Gardening Mama;DS;2009;Puzzle;505 Games;8;43;1;13;138
1409;Hasbro Family Game Night 2;Wii;2009;Misc;Electronic Arts;71;53;0;13;138
1412;Dave Mirra Freestyle BMX 2;PS2;2001;Sports;Acclaim Entertainment;67;53;0;18;138
1406;Duke Nukem: Time to Kill;PS;1998;Shooter;Take-Two Interactive;77;54;0;7;138
1402;The Sims 2;PSP;2005;Simulation;Electronic Arts;49;56;0;33;138
1408;Dead Rising 2;PS3;2010;Action;Capcom;43;57;15;22;138
1413;Need for Speed: The Run;X360;2011;Action;Electronic Arts;63;58;0;15;138
1423;Pocket Monsters Stadium;N64;1998;Strategy;Nintendo;0;0;137;0;137
1414;LEGO Indiana Jones: The Original Adventures;PS2;2008;Action;LucasArts;6;1;0;76;137
1421;Star Wars Knights of the Old Republic II: The Sith Lords;XB;2004;Role-Playing;Activision;99;33;0;5;137
1420;Sonic Colors;DS;2010;Platform;Sega;74;5;1;13;137
1417;A Collection of Activision Classic Games for the Atari 2600;PS;1998;Misc;Activision;76;52;0;9;137
1422;LEGO Harry Potter: Years 1-4;PS3;2010;Action;Warner Bros. Interactive Entertainment;55;6;0;22;137
1415;Assassin's Creed: Rogue;PS3;2014;Action;Ubisoft;46;62;6;23;137
1419;MotorStorm: Pacific Rift;PS3;2008;Racing;Sony Computer Entertainment;43;67;2;26;137
1416;Ridge Racer 7;PS3;2006;Racing;Namco Bandai Games;24;7;16;26;137
1418;Forza Horizon 2;XOne;2014;Racing;Microsoft Game Studios;5;78;1;9;137
1430;Dragon Quest III: Soshite Densetsu e...;SNES;1996;Role-Playing;Enix Corporation;0;0;136;0;136
1428;SingStar Abba;PS2;2008;Misc;Sony Computer Entertainment;23;4;0;109;136
1429;Gradius;NES;1986;Shooter;Konami Digital Entertainment;27;8;1;1;136
1431;Centipede;2600;1981;Shooter;Atari;126;8;0;1;136
1424;NBA 2K15;PS3;2014;Sports;Take-Two Interactive;86;27;2;22;136
1433;Ryse: Son of Rome;XOne;2013;Action;Microsoft Game Studios;82;42;0;11;136
1425;Tom Clancy's Ghost Recon 2;XB;2004;Shooter;Ubisoft;86;45;0;6;136
1432;Yoshi's New Island;3DS;2014;Platform;Nintendo;47;51;28;9;136
1434;Dead to Rights;PS2;2002;Shooter;Electronic Arts;67;52;0;17;136
1427;Burnout Paradise;X360;2008;Racing;Electronic Arts;63;58;1;15;136
1426;Crash Bandicoot 2: N-Tranced;GBA;2003;Platform;Vivendi Games;63;66;0;7;136
1437;Dance Dance Revolution (Japan);PS;1999;Simulation;Konami Digital Entertainment;0;0;126;9;135
1441;Namco Museum DS;DS;2007;Misc;Atari;118;1;6;9;135
1439;Madden NFL 98;PS;1997;Sports;Electronic Arts;129;3;0;3;135
1451;Monster Hunter Freedom;PSP;2005;Role-Playing;Capcom;24;4;103;4;135
1453;SaGa Frontier;PS;1997;Role-Playing;SquareSoft;15;4;107;9;135
1447;Samurai Warriors;PS2;2004;Action;Electronic Arts;22;5;106;2;135
1446;Mortal Kombat X;XOne;2015;Fighting;Warner Bros. Interactive Entertainment;1;21;0;13;135
1436;Marvel vs. Capcom 3: Fate of Two Worlds;PS3;2011;Fighting;Capcom;81;29;11;14;135
1449;Devil May Cry 4;X360;2008;Action;Capcom;79;34;8;13;135
1445;Battlefield: Bad Company;PS3;2008;Shooter;Electronic Arts;76;36;5;18;135
1456;The ICO & Shadow of the Colossus Collection;PS3;2011;Adventure;Sony Computer Entertainment;67;37;13;17;135
1450;Tom Clancy's Rainbow Six: Vegas 2;PS3;2008;Shooter;Ubisoft;66;45;4;21;135
1452;Crysis 2;X360;2011;Action;Electronic Arts;7;5;2;12;135
1435;LEGO Harry Potter: Years 5-7;Wii;N/A;Action;Warner Bros. Interactive Entertainment;76;47;0;13;136
1444;Alan Wake;X360;2010;Action;Microsoft Game Studios;66;51;5;13;135
1443;Grand Theft Auto: Chinatown Wars;DS;2009;Action;Take-Two Interactive;59;57;5;14;135
1448;The Simpsons: Hit & Run;XB;2003;Racing;Vivendi Games;7;58;0;7;135
1440;FIFA Soccer 09;PSP;2008;Sports;Electronic Arts;23;73;2;37;135
1438;F1 2010;PS3;2010;Racing;Codemasters;25;76;8;27;135
1442;FIFA Soccer 08;PSP;2007;Sports;Electronic Arts;2;76;0;39;135
1455;FIFA Soccer 08;X360;2007;Sports;Electronic Arts;31;89;1;14;135
1454;SingStar Party;PS2;2004;Misc;Sony Computer Entertainment;0;104;0;31;135
1465;Command & Conquer: Red Alert 2;PC;2000;Strategy;Electronic Arts;132;2;0;0;134
1459;Lost Planet: Extreme Condition;X360;2006;Shooter;Capcom;109;4;1;11;134
1463;Need for Speed Carbon;PS2;2006;Racing;Electronic Arts;122;5;5;1;134
1466;MVP Baseball 2004;PS2;2004;Sports;Electronic Arts;11;6;0;18;134
1458;Mario & Luigi: Partners in Time;DS;2005;Role-Playing;Nintendo;77;7;43;8;134
1457;Test Drive;PS2;2002;Racing;Atari;95;21;1;18;134
1462;Donkey Kong Jungle Beat;GC;2004;Platform;Nintendo;84;22;24;4;134
1460;Mortal Kombat 3;GEN;1994;Fighting;Acclaim Entertainment;103;27;0;4;134
1461;Doom 3;XB;2005;Shooter;Activision;85;43;0;6;134
1464;Max Payne 2: The Fall of Max Payne;PS2;2003;Shooter;Take-Two Interactive;65;51;0;17;134
1468;Ratchet & Clank: Up Your Arsenal (Weekly american sales);PS2;2004;Platform;Sony Computer Entertainment;127;5;0;2;133
1483;Pokemon Ranger: Guardian Signs;DS;2010;Role-Playing;Nintendo;51;17;58;6;133
1474;WWF War Zone;N64;1998;Fighting;Acclaim Entertainment;108;24;0;2;133
1472;NBA 2K14;PS4;2013;Sports;Take-Two Interactive;89;31;1;12;133
1479;UFC Undisputed 2010;X360;2010;Fighting;THQ;9;31;0;11;133
1473;Spider-Man: The Movie;GBA;2002;Action;Activision;92;35;1;5;133
1476;The Sims: Bustin' Out;GBA;2003;Simulation;Electronic Arts;93;35;0;6;133
1478;Metroid Prime 2: Echoes;GC;2004;Shooter;Nintendo;87;35;7;4;133
1471;Skylanders SWAP Force;X360;2013;Platform;Activision;86;36;0;11;133
1475;Tony Hawk's Pro Skater;GB;2000;Sports;Activision;9;38;1;5;133
1480;Final Fantasy X / X-2 HD Remaster;PS3;2013;Role-Playing;Square Enix;43;4;32;18;133
1469;Your Shape: Fitness Evolved;X360;2010;Sports;Ubisoft;79;42;0;11;133
1482;Petz Wild Animals: Dolphinz;DS;2007;Simulation;Ubisoft;71;48;0;13;133
1467;WWE SmackDown vs Raw 2008;PS3;2007;Fighting;THQ;62;5;1;21;133
1477;Triple Play 2001;PS;2000;Sports;Electronic Arts;74;5;0;9;133
1481;Corvette;PS2;2004;Racing;TDK Mediactive;65;51;0;17;133
1470;Rage;PS3;2011;Shooter;Bethesda Softworks;47;59;6;21;133
1495;Mega Man Battle Network 4: Red Sun / Blue Moon;GBA;2003;Role-Playing;Capcom;31;4;96;1;132
1493;NFL 2K3;PS2;2002;Sports;Atari;106;8;0;18;132
1488;World of Warcraft: Wrath of the Lich King;PC;2008;Role-Playing;Activision;1;13;0;118;132
1492;Gyromite;NES;1985;Puzzle;Nintendo;73;16;4;3;132
1496;MAG: Massive Action Game;PS3;2010;Shooter;Sony Computer Entertainment;77;3;9;16;132
1487;Dark Souls II;PS3;2014;Role-Playing;Namco Bandai Games;4;36;4;17;132
1485;Need for Speed Underground Rivals;PSP;2005;Racing;Electronic Arts;69;38;2;24;132
1486;LEGO Batman: The Videogame;PS3;2008;Action;Warner Bros. Interactive Entertainment;72;42;0;19;132
1489;Kingdom Hearts II;PS3;2014;Role-Playing;Square Enix;52;43;18;19;132
1498;Cars 2;DS;2011;Racing;Disney Interactive Studios;72;44;4;12;132
1499;Skylanders Giants;X360;2012;Action;Activision;75;45;0;11;132
1484;Middle-Earth: Shadow of Mordor;XOne;2014;Action;Warner Bros. Interactive Entertainment;72;5;1;1;132
1494;Fighting Force;PS;1997;Fighting;Eidos Interactive;73;5;0;9;132
1497;Madden NFL 97;PS;1996;Sports;Electronic Arts;73;5;0;9;132
1490;The LEGO Movie Videogame;X360;2014;Action;Warner Bros. Interactive Entertainment;69;52;0;11;132
1491;TOCA 2: Touring Cars;PS;1998;Racing;Codemasters;3;116;2;11;132
1506;Deal or No Deal;Wii;2009;Misc;Zoo Games;122;0;0;9;131
1513;Gold's Gym: Cardio Workout;Wii;2008;Sports;Ubisoft;111;4;6;9;131
1510;Pitfall II: Lost Caverns;2600;1983;Platform;Activision;122;7;0;2;131
1503;The Beatles: Rock Band;X360;2009;Misc;MTV Games;97;23;0;11;131
1505;[Prototype];X360;2009;Action;Activision;84;35;0;12;131
1509;LEGO Battles;DS;2009;Strategy;Warner Bros. Interactive Entertainment;81;38;0;12;131
1504;Tekken 6;X360;2009;Fighting;Namco Bandai Games;71;42;5;13;131
1514;Burnout 3: Takedown;XB;2004;Racing;Electronic Arts;84;43;0;4;131
1507;Madagascar;PS2;2005;Platform;Activision;78;45;0;7;131
1512;High School Musical 3: Senior Year DANCE!;Wii;2008;Misc;Disney Interactive Studios;68;49;0;13;131
1501;TNN Motor Sports Hardcore 4x4;PS;1996;Racing;ASC Games;73;5;0;9;131
1502;IHRA Drag Racing 2;PS2;2002;Racing;Bethesda Softworks;64;5;0;17;131
1511;Turok: Evolution;PS2;2002;Shooter;Acclaim Entertainment;64;5;0;17;131
1500;LEGO Batman: The Videogame;PSP;N/A;Action;Warner Bros. Interactive Entertainment;57;46;0;28;132
1508;Rugrats Studio Tour;PS;1999;Adventure;THQ;57;67;0;7;131
1523;Romancing SaGa 3;SNES;1995;Role-Playing;SquareSoft;0;0;129;1;13
1520;SingStar '80s;PS2;2005;Misc;Sony Computer Entertainment;27;2;0;102;13
1518;NBA Live 07;PS2;2006;Sports;Electronic Arts;107;4;2;17;13
1522;Test Drive 5;PS;1997;Racing;Accolade;105;2;0;5;13
1516;Yu-Gi-Oh! The Sacred Cards;GBA;2002;Role-Playing;Konami Digital Entertainment;94;35;0;2;13
1525;Digimon World;PS;1999;Role-Playing;Namco Bandai Games;56;38;28;8;13
1524;EA Sports Active 2;Wii;2010;Sports;Electronic Arts;78;4;0;11;13
1519;Saints Row IV;PS3;2013;Action;Deep Silver;56;44;9;21;13
1521;EA Playground;Wii;2007;Sports;Electronic Arts;69;48;0;13;13
1517;Crysis 2;PS3;2011;Action;Electronic Arts;45;57;6;21;13
1526;Rise of the Tomb Raider;XOne;2015;Adventure;Square Enix;53;64;2;1;13
1529;Mega Man Battle Network 3 Blue / White Version;GBA;2002;Role-Playing;Capcom;39;2;85;3;129
1539;Midnight Club 3: DUB Edition (America weekly sales);PS2;2005;Racing;Take-Two Interactive;122;5;0;1;129
1515;Adventure;2600;N/A;Adventure;Atari;121;8;0;1;13
1536;Guitar Hero: Aerosmith;Wii;2008;Misc;Activision;104;14;0;1;129
1532;Need for Speed: Most Wanted;X360;2005;Racing;Electronic Arts;1;17;2;1;129
1538;Valkyria Chronicles;PS3;2008;Role-Playing;Sega;71;2;24;13;129
1531;Resident Evil Zero;GC;2002;Action;Capcom;54;27;45;4;129
1534;Pirates of the Caribbean: The Curse of the Black Pearl;GBA;2003;Platform;TDK Mediactive;93;34;0;2;129
1537;Mystery Case Files: MillionHeir;DS;2008;Adventure;Nintendo;76;4;0;12;129
1533;Tom Clancy's Rainbow Six: Siege;XOne;2015;Shooter;Ubisoft;73;44;0;12;129
1528;Yoshi's Woolly World;WiiU;2015;Platform;Nintendo;61;47;11;1;129
1535;Transformers;PS2;2004;Shooter;Atari;63;49;0;16;129
1527;Need for Speed Carbon;Wii;2006;Racing;Electronic Arts;46;66;2;15;129
1530;FIFA Street;PS3;2012;Sports;Electronic Arts;11;92;0;25;129
1544;Yakuman;GB;1989;Misc;Nintendo;0;0;128;0;128
1546;Army Men 3D;PS;1999;Action;3DO;11;14;0;4;128
1548;Twisted Metal 4;PS;1999;Racing;989 Studios;107;16;0;4;128
1550;Kid Icarus: Uprising;3DS;2012;Action;Nintendo;48;35;36;7;128
1541;Watch Dogs;X360;2014;Action;Ubisoft;72;45;1;11;128
1547;WWE '13;X360;2012;Action;THQ;72;45;0;11;128
1543;Metal Gear Solid V: Ground Zeroes;PS4;2014;Action;Konami Digital Entertainment;45;46;17;2;128
1540;Champions of Norrath;PS2;2004;Role-Playing;Sony Online Entertainment;63;49;0;16;128
1549;Manhunt;PS2;2003;Action;Take-Two Interactive;63;49;0;16;128
1551;Silent Hill 2;PS2;2001;Action;Konami Digital Entertainment;62;49;0;16;128
1545;Assassin's Creed Syndicate;XOne;2015;Action;Ubisoft;61;56;0;11;128
1542;Imagine: Wedding Designer;DS;2008;Simulation;Ubisoft;55;59;0;14;128
1570;Yokai Watch 3;3DS;2016;Action;Level 5;0;0;127;0;127
1555;LEGO Batman: The Videogame;PS2;2008;Action;Warner Bros. Interactive Entertainment;72;3;0;52;127
1554;The Sims 2: Nightlife;PC;2005;Simulation;Electronic Arts;122;5;0;0;127
1558;Atlantis;2600;1981;Shooter;Imagic;118;8;0;1;127
1559;NBA 2K9;X360;2008;Sports;Take-Two Interactive;1;16;0;11;127
1562;Hogan's Alley;NES;1984;Shooter;Nintendo;68;16;41;2;127
1564;Jillian Michaels' Fitness Ultimatum 2009;Wii;2008;Sports;Deep Silver;96;2;0;11;127
1569;Battle Arena Toshinden;PS;1994;Fighting;Sony Computer Entertainment;39;26;53;8;127
1557;Pokemon Mystery Dungeon: Gates to Infinity;3DS;2012;Role-Playing;Nintendo;44;3;47;6;127
1567;Sonic Adventure DX: Director's Cut;GC;2003;Platform;Sega;87;3;6;3;127
1561;Tony Hawk's Underground;XB;2003;Sports;Activision;85;37;0;5;127
1563;The Elder Scrolls Online;XOne;2015;Role-Playing;Bethesda Softworks;77;38;0;12;127
1565;.hack//Infection Part 1;PS2;2002;Role-Playing;Atari;49;38;26;13;127
1553;Castlevania: Symphony of the Night;PS;1997;Platform;Konami Digital Entertainment;58;4;21;8;127
1560;WWE '12;X360;2011;Fighting;THQ;74;4;0;12;127
1556;Road Rash;PS;1995;Racing;Electronic Arts;71;48;0;8;127
1568;Jet Li: Rise to Honor;PS2;2004;Action;Sony Computer Entertainment;62;48;0;16;127
1552;Tomb Raider: Underworld;PS3;2008;Action;Eidos Interactive;45;56;5;22;127
1566;Rockstar Games presents Table Tennis;Wii;2007;Sports;Take-Two Interactive;39;73;0;15;127
1572;Tamagotchi Connection: Corner Shop;DS;2005;Simulation;Atari;1;2;112;1;126
1574;Devil Dice;PS;1998;Puzzle;THQ;5;3;11;8;126
1575;Final Fantasy IV;DS;2007;Simulation;Square Enix;54;5;62;5;126
1581;Wheel of Fortune;PS;1998;Misc;Hasbro Interactive;99;22;0;4;126
1576;Hyrule Warriors;WiiU;2014;Action;Nintendo;61;42;13;1;126
1582;LEGO The Lord of the Rings;X360;2012;Action;Warner Bros. Interactive Entertainment;63;51;0;11;126
1577;Need for Speed Carbon;PS3;2006;Racing;Electronic Arts;49;52;3;21;126
1571;Kung Fu Panda;DS;2008;Action;Activision;56;57;0;14;126
1580;Ratatouille;DS;2007;Action;THQ;5;62;0;14;126
1583;Winter Sports: The Ultimate Challenge;Wii;2007;Sports;RTL;45;68;0;12;126
1573;Football Manager 2011;PC;2010;Sports;Sega;0;101;0;25;126
1579;Brian Lara Cricket;PS;1998;Sports;Codemasters;2;113;1;1;126
1578;Championship Manager 03/04;PC;2003;Sports;Eidos Interactive;0;115;0;11;126
1586;Star Wars: The Force Unleashed;PS2;2008;Action;LucasArts;49;0;1;75;125
1589;Dragon Ball: Daimaou Fukkatsu;NES;1988;Role-Playing;Namco Bandai Games;0;0;125;0;125
1590;Gegege no Kitarou 2: Youkai Gundan no Chousen;NES;1987;Role-Playing;Namco Bandai Games;0;0;125;0;125
1594;Black;PS2;2006;Shooter;Electronic Arts;101;4;3;16;125
1595;RollerCoaster Tycoon 2;PC;2002;Strategy;Atari;119;5;0;0;125
1591;Reel Fishing;PS;1996;Sports;Natsume;99;13;1;4;125
1598;Road Rash 3D;PS;1998;Racing;Electronic Arts;105;16;0;4;125
1584;SOCOM: U.S. Navy SEALs Confrontation;PS3;2008;Shooter;Sony Computer Entertainment;94;17;2;13;125
1593;Pokemon XD: Gale of Darkness;GC;2005;Role-Playing;Nintendo;71;19;31;3;125
1585;NBA Live 2001;PS;2000;Sports;Electronic Arts;7;47;0;8;125
1596;Lara Croft Tomb Raider: The Angel of Darkness;PS2;2003;Action;Eidos Interactive;61;48;0;16;125
1588;Tom Clancy's Rainbow Six: Vegas;PS3;2007;Shooter;Ubisoft;47;53;3;22;125
1592;Injustice: Gods Among Us;PS3;2013;Fighting;Warner Bros. Interactive Entertainment;48;53;1;23;125
1597;Tom Clancy's Splinter Cell: Pandora Tomorrow;PS2;2004;Action;Ubisoft;52;56;0;17;125
1609;WWE SmackDown vs. Raw 2009;PS2;2008;Fighting;THQ;69;0;0;55;124
1599;Ratchet: Deadlocked;PS2;2005;Shooter;Sony Computer Entertainment;85;3;22;14;124
1587;Combat;2600;N/A;Action;Atari;117;7;0;1;125
1601;Transformers: Autobots / Decepticons;DS;2007;Action;Activision;112;3;0;9;124
1603;Diddy Kong Racing DS;DS;2007;Racing;Nintendo;11;4;0;1;124
1602;Tales of Xillia;PS3;2011;Role-Playing;Namco Bandai Games;29;19;67;9;124
1608;Ridge Racer V;PS2;2000;Action;Namco Bandai Games;24;19;75;6;124
1610;Tetris 2 (All region sales);GB;1992;Puzzle;Nintendo;56;22;43;3;124
1611;Star Wars Episode III: Revenge of the Sith;XB;2005;Action;Activision;82;38;0;4;124
1604;[Prototype];PS3;2009;Action;Activision;65;41;0;19;124
1606;Oddworld: Abe's Oddysee;PS;1997;Platform;GT Interactive;75;44;0;6;124
1607;The Witcher 3: Wild Hunt;XOne;2015;Role-Playing;Namco Bandai Games;66;47;0;11;124
1600;Baldur's Gate: Dark Alliance;PS2;2001;Role-Playing;Virgin Interactive;61;48;0;16;124
1605;Assassin's Creed: Bloodlines;PSP;2009;Action;Ubisoft;43;48;5;28;124
1625;Castlevania;NES;1986;Platform;Konami Digital Entertainment;54;6;62;1;123
1629;Star Wars: Battlefront II;PSP;2005;Shooter;LucasArts;105;6;1;11;123
1630;Madden NFL 17;PS4;2016;Sports;Electronic Arts;92;8;0;23;123
1620;Guitar Hero: Aerosmith;X360;2008;Misc;Activision;1;14;0;1;123
1622;Kirby Tilt 'n' Tumble;GB;2000;Puzzle;Nintendo;29;17;75;2;123
1615;Ninja Gaiden;XB;2004;Action;Microsoft Game Studios;92;2;7;4;123
1626;Donkey Kong Country 2;GBA;2004;Platform;Nintendo;79;27;12;4;123
1623;SpongeBob SquarePants: Battle for Bikini Bottom;GBA;2003;Platform;THQ;88;33;0;2;123
1631;Boom Blox;Wii;2008;Puzzle;Electronic Arts;72;38;0;12;123
1627;Bayonetta;PS3;2009;Action;Sega;44;41;21;17;123
1613;Frogger: The Great Quest;PS2;2001;Platform;Konami Digital Entertainment;6;47;0;16;123
1617;Driv3r;PS2;2004;Racing;Atari;6;47;0;16;123
1618;Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game;PS;2003;Misc;Sony Computer Entertainment;69;47;0;8;123
1624;Vigilante 8;PS;1998;Racing;Activision;68;47;0;8;123
1612;Ben 10: Protector of Earth;Wii;2007;Action;D3Publisher;55;55;0;13;123
1616;Crash Bandicoot: The Wrath of Cortex;XB;2002;Platform;Universal Interactive;59;57;0;7;123
1632;Fallout 4;PC;2015;Role-Playing;Bethesda Softworks;5;63;0;1;123
1614;2010 FIFA World Cup South Africa;PS3;2010;Sports;Electronic Arts;3;64;7;22;123
1633;The Sims 2: Castaway;Wii;2007;Simulation;Electronic Arts;45;64;0;14;123
1621;Medal of Honor: Airborne;PS3;2007;Shooter;Electronic Arts;25;7;3;25;123
1619;Farming Simulator 2015;PC;2014;Simulation;Focus Home Interactive;8;102;0;13;123
1645;Chocobo no Fushigi Dungeon;PS;1997;Role-Playing;SquareSoft;0;0;114;8;122
1644;NBA Live 99;PS;1997;Sports;Electronic Arts;113;5;0;3;122
1637;Intelligent Qube;PS;1997;Puzzle;Sony Computer Entertainment;13;7;1;2;122
1640;Pac-Man;NES;1984;Puzzle;Namco Bandai Games;27;8;85;2;122
1636;Mario Power Tennis;GC;2004;Sports;Nintendo;58;16;46;3;122
1648;Max Payne;XB;2001;Shooter;Take-Two Interactive;98;19;0;5;122
1646;Golden Sun: The Lost Age;GBA;2002;Role-Playing;Nintendo;61;27;27;7;122
1643;Cars;PSP;2006;Racing;THQ;72;29;0;21;122
1638;Game & Watch Gallery 2;GB;1997;Misc;Nintendo;76;3;12;4;122
1639;Game & Watch Gallery 3;GB;1999;Misc;Nintendo;79;31;8;4;122
1652;Super Street Fighter IV: 3D Edition;3DS;2011;Fighting;Capcom;55;44;14;9;122
1641;Parfait: Chocolat Second Style;PS2;2006;Adventure;Alchemist;59;46;1;15;122
1647;SimCity 2000;PS;1996;Simulation;Maxis;68;46;0;8;122
1649;WCW Mayhem;PS;1998;Fighting;Electronic Arts;68;46;0;8;122
1650;NBA 2K2;PS2;2002;Sports;Sega;59;46;1;15;122
1635;Naruto Shippuden: Ultimate Ninja Storm 2;PS3;2010;Fighting;Namco Bandai Games;42;47;15;18;122
1634;LEGO Batman 2: DC Super Heroes;PS3;2012;Action;Warner Bros. Interactive Entertainment;5;53;0;2;122
1642;F1 2011;PS3;2011;Racing;Codemasters;12;75;11;25;122
1660;Dragon Quest IV: Michibikareshi Monotachi;PS;2001;Role-Playing;Enix Corporation;0;0;12;1;121
1653;Cars;PS2;2006;Racing;THQ;101;4;0;16;121
1657;Sly Cooper and the Thievius Raccoonus;PS2;2002;Platform;Sony Computer Entertainment;103;14;0;4;121
1659;The Magical Quest starring Mickey Mouse;SNES;1992;Platform;Capcom;66;17;35;3;121
